frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67, X_0, X_1, X_2, X_3, X_4, X_5, X_6, X_7, X_8, X_9, X_10, X_11, X_12, X_13, X_14, X_15, X_16, X_17, X_18, X_19, X_20, X_21, X_22, X_23, X_24, X_25, X_26, X_27, X_28, X_29, X_30, X_31, X_32, X_33, X_34, X_35, X_36, X_37, X_38, X_39, X_40, X_41, X_42, X_43, X_44, X_45, X_46, X_47, X_48, X_49, X_50, X_51, X_52, X_53, X_54, X_55, X_56, X_57, X_58, X_59, X_60, X_61, X_62, X_63, X_64, X_65, X_66, X_67, Y_0, Y_1, Y_2, Y_3, Y_4, Y_5, Y_6, Y_7, Y_8, Y_9, Y_10, Y_11, Y_12, Y_13, Y_14, Y_15, Y_16, Y_17, Y_18, Y_19, Y_20, Y_21, Y_22, Y_23, Y_24, Y_25, Y_26, Y_27, Y_28, Y_29, Y_30, Y_31, Y_32, Y_33, Y_34, Y_35, Y_36, Y_37, Y_38, Y_39, Y_40, Y_41, Y_42, Y_43, Y_44, Y_45, Y_46, Y_47, Y_48, Y_49, Y_50, Y_51, Y_52, Y_53, Y_54, Y_55, Y_56, Y_57, Y_58, Y_59, Y_60, Y_61, Y_62, Y_63, Y_64, Y_65, Y_66, Y_67, Z_0, Z_1, Z_2, Z_3, Z_4, Z_5, Z_6, Z_7, Z_8, Z_9, Z_10, Z_11, Z_12, Z_13, Z_14, Z_15, Z_16, Z_17, Z_18, Z_19, Z_20, Z_21, Z_22, Z_23, Z_24, Z_25, Z_26, Z_27, Z_28, Z_29, Z_30, Z_31, Z_32, Z_33, Z_34, Z_35, Z_36, Z_37, Z_38, Z_39, Z_40, Z_41, Z_42, Z_43, Z_44, Z_45, Z_46, Z_47, Z_48, Z_49, Z_50, Z_51, Z_52, Z_53, Z_54, Z_55, Z_56, Z_57, Z_58, Z_59, Z_60, Z_61, Z_62, Z_63, Z_64, Z_65, Z_66, Z_67, p_scale, p_rx, p_ry, p_rz, p_tx, p_ty, p_0, p_1, p_2, p_3, p_4, p_5, p_6, p_7, p_8, p_9, p_10, p_11, p_12, p_13, p_14, p_15, p_16, p_17, p_18, p_19, p_20, p_21, p_22, p_23, p_24, p_25, p_26, p_27, p_28, p_29, p_30, p_31, p_32, p_33, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.977681,  1,  0.139615,  0.156189,  -0.97781,  -0.222685,  0.127686,  -0.966492,  -5.7315,  71.3871,  339.783,  -0.0759167,  0.0860651,  -0.00173097,  213.282,  214.154,  217.638,  223.866,  234.381,  250.956,  269.192,  290.5,  315.443,  340.712,  363.613,  383.877,  398.296,  406.836,  412.03,  416.336,  419.373,  226.495,  238.583,  256.1,  274.542,  291.455,  331.49,  350.832,  369.875,  387.46,  399.668,  311.425,  310.337,  309.374,  308.49,  289.777,  299.763,  309.465,  319.642,  329.032,  246.294,  257.139,  270.43,  281.745,  269.771,  256.7,  340.179,  352.857,  366.564,  377.616,  366.847,  353.255,  275.511,  288.152,  299.956,  308.818,  317.989,  331.042,  344.044,  330.753,  318.502,  308.475,  298.991,  287.336,  281.492,  300.119,  309.124,  318.483,  337.052,  318.173,  308.676,  299.661,  304.118,  332.505,  360.837,  388.478,  412.807,  432.964,  448.079,  459.186,  461.84,  457.461,  443.931,  427.326,  406.261,  381.421,  355.568,  330.053,  305.255,  267.502,  252.552,  245.815,  247.075,  253.599,  252.293,  247.085,  246.993,  252.773,  266.043,  286.007,  300.617,  314.987,  330.169,  351.027,  353.744,  355.975,  353.764,  351.081,  297.07,  291.198,  290.676,  295.687,  300.481,  301.152,  295.81,  291.122,  292.094,  297.55,  301.419,  300.865,  394.13,  383.382,  377.827,  380.366,  378.163,  384.06,  393.91,  400.764,  403.153,  403.852,  403.245,  400.871,  393.297,  389.11,  389.779,  389.064,  393.256,  389.474,  390.355,  389.928,  -85.3478,  -84.6156,  -81.831,  -76.2442,  -66.2041,  -51.5448,  -36.413,  -20.383,  -3.12258,  14.4356,  31.2811,  46.8398,  57.8003,  64.0587,  68.142,  71.8253,  74.7425,  -68.6698,  -58.8876,  -45.0746,  -31.2971,  -19.2774,  7.63856,  20.7995,  34.2317,  47.0623,  56.4664,  -5.75086,  -6.33282,  -6.79828,  -7.18941,  -19.8073,  -13.1805,  -6.81109,  -0.23155,  5.87824,  -52.7987,  -44.4122,  -34.7514,  -26.651,  -35.11,  -44.5905,  13.8899,  22.6724,  32.1867,  40.2021,  32.2921,  22.8536,  -29.8456,  -20.709,  -12.882,  -7.16897,  -1.29132,  7.17036,  16.0632,  6.98117,  -0.961865,  -7.36962,  -13.4518,  -21.1742,  -25.5754,  -12.834,  -7.00903,  -0.979859,  11.2806,  -1.17971,  -7.28168,  -13.1042,  51.2783,  73.9507,  96.6002,  117.758,  133.621,  144.057,  149.126,  151.445,  151.998,  151.562,  146.269,  137.362,  122.739,  104.327,  85.5699,  67.1412,  49.0808,  20.1973,  9.07835,  4.10159,  4.87105,  9.18389,  8.17193,  4.77985,  4.79949,  8.91093,  18.4587,  30.8532,  39.7254,  47.9737,  56.3212,  72.7632,  74.0826,  74.9797,  73.6556,  72.2956,  40.882,  36.1726,  35.5267,  38.7956,  42.2761,  43.0775,  38.4154,  35.2759,  36.0094,  40.1564,  42.3365,  41.828,  103.399,  93.2339,  88.5792,  89.9933,  88.7384,  93.5497,  102.824,  104.376,  104.773,  104.774,  104.523,  104.285,  101.813,  96.2552,  96.5211,  96.2596,  101.385,  96.5359,  96.6839,  96.5972,  399.874,  399.711,  399.713,  396.551,  386.619,  373.274,  358.341,  345.473,  342.584,  348.48,  358.623,  366.639,  369.116,  368.851,  370.216,  372.786,  376.071,  367.2,  361.641,  352.695,  344.245,  337.668,  332.389,  337.305,  343.173,  348.817,  354.385,  335.314,  327.677,  319.882,  312.311,  327.683,  325.656,  323.258,  323.72,  325.417,  358.172,  353.26,  350.531,  348.333,  349.497,  352.214,  344.16,  345.016,  345.619,  348.88,  344.655,  343.613,  335.429,  325.125,  321.341,  320.566,  321.137,  324.691,  334.04,  324.624,  321.09,  319.722,  320.142,  324.125,  332.078,  322.766,  322.213,  322.879,  330.772,  322.919,  321.518,  322.145,  1.45258,  -0.0504265,  0.123172,  -0.00339613,  311.853,  347.357,  -13.4704,  15.0325,  -28.091,  9.23198,  6.83453,  -10.599,  -4.35843,  2.82072,  -8.62617,  -3.57953,  -10.0175,  -4.83643,  -4.76992,  -4.45107,  2.4766,  -3.86746,  -11.5281,  -2.2703,  -4.73869,  -2.39858,  -0.474663,  -0.985106,  2.67466,  -2.69742,  -1.69943,  0.2315,  0.575458,  0.039994,  -0.0351005,  -0.216956,  0.554142,  -0.142519,  0.12107,  -0.0590014, 0.529819, 0.347555, 0.494261, 0, 0, 0, 0, 0.115031, 0.353323, 1.28179, 0, 0.199261, 0, 0, 0.607585, 1.13072, 0.801333, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0
2,  0.119697,  0.977046,  1,  0.166991,  0.160235,  -0.972851,  -0.190726,  0.145382,  -0.970818,  -9.52415,  69.9083,  339.201,  -0.0894446,  0.112195,  -0.00919566,  209.454,  210.315,  214,  220.55,  231.248,  247.916,  265.987,  287.008,  311.804,  337.01,  359.917,  380.129,  394.432,  402.797,  407.83,  411.934,  414.815,  221.541,  233.416,  250.454,  268.464,  285.005,  324.266,  343.78,  363.156,  381.163,  393.808,  304.707,  303.421,  302.245,  301.166,  283.457,  293.347,  302.901,  313.066,  322.52,  240.888,  251.498,  264.543,  275.816,  263.97,  251.117,  333.855,  346.587,  360.234,  371.496,  360.55,  346.974,  270.086,  282.038,  293.626,  302.34,  311.331,  324.716,  338.471,  324.611,  312.201,  302.293,  292.958,  281.484,  275.949,  294.012,  302.855,  312.052,  331.276,  311.754,  302.384,  293.541,  303.464,  331.836,  360.442,  388.292,  412.623,  432.587,  447.277,  457.876,  460.177,  455.496,  441.887,  425.349,  404.386,  379.732,  353.884,  328.285,  303.461,  266.945,  252.002,  245.087,  246.141,  252.452,  250.199,  244.748,  244.49,  250.299,  263.683,  283.901,  298.112,  312.076,  326.9,  348.589,  351.067,  353.049,  350.832,  348.168,  296.297,  290.411,  289.65,  294.208,  299.123,  300.022,  293.482,  288.851,  289.693,  294.903,  298.723,  298.287,  392.206,  380.956,  375.006,  377.425,  375.168,  381.13,  391.201,  398.123,  400.588,  401.364,  400.871,  398.698,  391.22,  386.527,  387.058,  386.275,  390.557,  386.733,  387.672,  387.386,  -88.9615,  -88.1717,  -85.1566,  -79.1791,  -68.7811,  -53.837,  -38.6501,  -22.7297,  -5.59423,  11.7968,  28.461,  43.7949,  54.5569,  60.6588,  64.608,  68.1235,  70.912,  -72.6313,  -62.9164,  -49.2705,  -35.6191,  -23.7054,  2.83408,  16.0221,  29.5697,  42.5817,  52.1839,  -10.2524,  -10.8571,  -11.3452,  -11.742,  -23.9199,  -17.3311,  -11.0281,  -4.47771,  1.63571,  -56.8883,  -48.5656,  -38.9927,  -30.8387,  -39.2574,  -48.6677,  9.51887,  18.3036,  27.7284,  35.7931,  27.8545,  18.486,  -33.469,  -24.6249,  -16.8935,  -11.2803,  -5.54489,  3.04743,  12.2811,  2.97894,  -4.98703,  -11.2797,  -17.2552,  -24.9134,  -29.2229,  -16.7204,  -11.008,  -5.11141,  7.42685,  -5.30395,  -11.288,  -16.9928,  51.0723,  73.8233,  96.7592,  118.066,  133.779,  143.837,  148.32,  150.106,  150.289,  149.448,  143.946,  134.999,  120.492,  102.37,  83.7738,  65.4195,  47.4625,  19.8767,  8.72093,  3.60375,  4.24443,  8.43458,  6.7764,  3.19907,  3.07661,  7.16983,  16.7441,  29.4321,  38.0568,  46.0543,  54.1784,  71.0795,  72.2212,  72.9096,  71.5675,  70.2014,  40.4819,  35.7396,  34.9097,  37.8346,  41.4246,  42.4071,  36.7451,  33.6306,  34.2476,  38.161,  40.3377,  39.9457,  102.059,  91.4339,  86.477,  87.782,  86.4574,  91.1976,  100.531,  102.149,  102.684,  102.793,  102.651,  102.651,  100.318,  94.2753,  94.4197,  94.0705,  99.1611,  94.3857,  94.6257,  94.655,  402.374,  401.931,  401.682,  398.086,  387.49,  373.433,  357.783,  344.477,  341.292,  346.752,  356.5,  364.174,  366.49,  366.309,  367.802,  370.501,  373.95,  368.84,  363.324,  354.23,  345.575,  338.696,  332.194,  336.885,  342.591,  348.1,  353.511,  335.209,  327.444,  319.485,  311.727,  327.287,  325.125,  322.469,  322.864,  324.5,  359.541,  354.482,  351.556,  348.977,  350.325,  353.263,  343.526,  344.215,  344.591,  347.53,  343.457,  342.665,  335.265,  324.334,  320.272,  319.381,  319.816,  323.097,  332.441,  323.003,  319.714,  318.512,  319.05,  323.415,  331.696,  321.699,  321.028,  321.553,  329.313,  321.624,  320.391,  321.113,  1.45474,  -0.0642915,  0.153738,  -0.0112793,  306.273,  345.377,  -11.3046,  15.9156,  -27.1937,  9.49888,  6.07025,  -11.2767,  -3.09342,  3.30975,  -8.84045,  -4.65908,  -9.91928,  -4.63235,  -5.27124,  -5.18754,  2.22279,  -2.74541,  -12.2766,  -1.36954,  -4.57496,  -2.5909,  -0.480143,  -1.26927,  3.25346,  -2.44745,  -1.59158,  0.29265,  0.721721,  -0.0348468,  0.0751769,  -0.205794,  0.606596,  -0.0517221,  0.196426,  -0.00240956, 0.647869, 0.255923, 0.353005, 0, 0, 0, 0, 0.198781, 0.281875, 1.23604, 0, 0.116446, 0, 0.02286, 0.407024, 0.701409, 0.706494, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0
3,  0.239393,  0.97843,  1,  0.226562,  0.144742,  -0.963182,  -0.151551,  0.207269,  -0.966474,  -19.3989,  62.1584,  332.722,  -0.17726,  0.10942,  -0.055821,  193.895,  195.639,  200.442,  208.484,  220.475,  237.966,  256.768,  278.026,  302.777,  327.469,  348.524,  367.401,  380.945,  388.851,  393.083,  395.501,  396.202,  203.034,  214.449,  231.252,  249.28,  265.77,  303.493,  322.45,  342.178,  361.099,  374.713,  286.826,  286.565,  286.41,  286.42,  267.521,  278.048,  288.656,  299.577,  309.46,  222.034,  232.431,  245.409,  257.792,  245.476,  232.574,  315.48,  329.269,  342.862,  354.615,  343.559,  329.791,  255.166,  267.329,  279.323,  288.131,  297.157,  311.791,  327.535,  312.107,  298.523,  288.522,  279.186,  267.167,  260.846,  280.083,  288.982,  298.275,  320.443,  297.786,  288.349,  279.481,  309.767,  336.106,  362.956,  389.218,  411.889,  430.1,  442.791,  450.571,  451.197,  445.852,  433.084,  416.885,  396.129,  371.86,  346.478,  321.172,  297.115,  265.412,  249.35,  240.348,  239.248,  244.058,  238.069,  231.975,  231.495,  238.072,  252.944,  272.269,  286.367,  300.183,  314.934,  337.619,  339.392,  340.62,  337.933,  334.999,  292.514,  285.616,  283.781,  286.945,  292.16,  294.32,  282.016,  276.938,  277.073,  281.811,  285.274,  285.425,  382.582,  369.354,  361.816,  363.692,  361.063,  367.294,  378.277,  384.273,  386.089,  386.89,  386.861,  386.238,  381.024,  373.076,  373.058,  372.125,  377.736,  372.949,  374.03,  374.393,  -100.618,  -98.5325,  -94.2046,  -86.853,  -75.6086,  -60.1139,  -44.2833,  -28.0865,  -11.3676,  5.01005,  19.8219,  33.9337,  44.2635,  50.3066,  53.9264,  56.4196,  57.745,  -86.1403,  -76.8412,  -63.0522,  -48.954,  -36.7029,  -10.9694,  1.65812,  15.3142,  28.9293,  39.1266,  -22.1139,  -21.6175,  -21.0367,  -20.3727,  -33.6455,  -26.6145,  -19.6574,  -12.8622,  -6.6935,  -70.333,  -62.0078,  -52.3568,  -43.1943,  -51.9703,  -61.4665,  -3.09553,  6.38831,  15.7827,  24.0816,  16.1555,  6.69558,  -42.78,  -33.4533,  -25.3867,  -19.8181,  -14.2384,  -5.1881,  4.93156,  -4.96313,  -13.2943,  -19.3984,  -25.2145,  -33.3141,  -38.5364,  -25.0097,  -19.3692,  -13.6061,  0.287214,  -13.8992,  -19.7134,  -25.3271,  55.6665,  76.1456,  96.8818,  116.217,  130.583,  139.305,  142.021,  140.903,  139.398,  138.072,  134.176,  126.629,  113.394,  96.3448,  78.5681,  60.6573,  43.2812,  18.715,  6.80651,  0.247074,  -0.520815,  2.74633,  -1.28331,  -5.43199,  -5.87289,  -1.35681,  9.25638,  21.5104,  29.9787,  37.6907,  45.4612,  62.5858,  63.0547,  63.103,  61.6785,  60.3277,  37.7017,  32.301,  30.7306,  32.5961,  36.3744,  38.1906,  28.7763,  25.4573,  25.5934,  29.0874,  31.0468,  31.0631,  94.0812,  82.157,  76.0254,  76.92,  75.4619,  80.4509,  90.4956,  90.7213,  90.4283,  90.5209,  90.7298,  92.2118,  91.871,  83.3769,  83.087,  82.7471,  89.2697,  83.1848,  83.4796,  84.005,  398.947,  396.155,  393.971,  389.419,  379.847,  366.398,  350.167,  334.574,  330.02,  335.368,  347.454,  357.94,  363.141,  365.329,  368.94,  373.633,  378.894,  368.226,  363.999,  355.231,  346.111,  338.398,  332.275,  338.439,  345.261,  351.95,  357.562,  333.3,  323.277,  313.136,  303.343,  320.562,  317.202,  313.57,  314.901,  317.519,  358.966,  354.052,  350.961,  347.177,  348.683,  351.533,  342.442,  344.599,  345.175,  347.845,  342.88,  341.919,  329.92,  317.566,  312.05,  310.934,  311.663,  316.005,  327.226,  314.409,  309.498,  308.124,  308.898,  315.28,  325.728,  313.268,  312.221,  313.139,  324.061,  312.844,  311.423,  312.535,  1.47394,  -0.151746,  0.133827,  -0.0581579,  290.987,  335.958,  2.6972,  12.3707,  -18.1426,  17.7779,  4.50845,  -6.94479,  -5.14872,  5.25823,  -13.1194,  -2.37493,  -5.72383,  -1.91781,  -5.09257,  -5.79429,  2.62109,  -2.1836,  -10.2635,  0.749228,  -5.02325,  -1.56953,  -3.43474,  0.513102,  6.25306,  -2.96872,  -3.1015,  0.655588,  1.92114,  0.0573135,  -0.0862071,  0.443106,  0.911675,  -0.191292,  0.334415,  -0.582858, 0.947594, 0.193981, 0.188251, 0, 0, 0, 0.0325986, 0.267706, 0.262548, 1.3052, 0, 0.157084, 0, 0.02286, 0.268818, 0.5069, 0.701622, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0
4,  0.35909,  0.988373,  1,  0.228738,  0.119068,  -0.966179,  -0.114179,  0.192239,  -0.974683,  -27.2084,  56.8886,  331.294,  -0.269565,  0.225346,  -0.0875509,  189.921,  191.958,  197.748,  206.965,  218.591,  234.475,  250.872,  270.37,  294.976,  320.259,  343.404,  363.303,  376.92,  384.305,  388.198,  390.435,  391.176,  193.551,  205.052,  219.639,  234.844,  248.719,  285.434,  304.263,  324.014,  342.935,  358.484,  269.842,  268.556,  267.277,  266.153,  253.441,  262.993,  272.44,  282.491,  292.321,  213.092,  222.059,  234.223,  245.908,  234.486,  222.444,  301.04,  313.855,  327.229,  339.616,  328.078,  314.539,  246.21,  254.577,  264.948,  273.768,  282.918,  297.76,  314.296,  299.778,  287.073,  276.759,  267.323,  256.252,  251.467,  266.928,  275.649,  285.139,  306.704,  285.324,  275.538,  266.686,  317.809,  343.845,  370.603,  395.908,  415.314,  429.676,  438.799,  444.786,  444.898,  440.002,  427.882,  412.044,  390.68,  365.61,  338.858,  312.747,  288.206,  260.702,  245.807,  237.413,  235.288,  238.404,  229.096,  222.678,  221.952,  226.701,  238.324,  265.233,  277.59,  289.544,  302.373,  329.532,  330.171,  330.322,  327.1,  324.288,  291.029,  282.87,  279.978,  282.11,  288.371,  291.482,  273.452,  268.067,  267.529,  271.779,  275.295,  276.075,  375.29,  359.033,  350.725,  351.675,  348.504,  353.773,  365.113,  371.91,  375.641,  377.373,  377.973,  377.732,  372.648,  363.131,  362.22,  360.531,  364.647,  361.818,  363.512,  364.358,  -105.242,  -102.559,  -96.931,  -88.0419,  -76.2109,  -61.2805,  -46.9064,  -32.0692,  -15.9517,  0.16694,  15.5996,  29.6325,  39.4725,  44.9848,  48.3137,  50.6821,  52.06,  -95.1209,  -85.4034,  -72.8369,  -60.2355,  -49.2824,  -23.1896,  -10.6961,  2.7677,  15.9858,  26.9937,  -33.8201,  -33.6353,  -33.3774,  -32.9861,  -42.7198,  -36.1777,  -29.8511,  -23.5655,  -17.4948,  -78.0198,  -70.451,  -61.0472,  -52.1467,  -60.4736,  -69.677,  -12.9681,  -4.20746,  4.93899,  13.4622,  5.48221,  -3.70783,  -47.9578,  -41.0027,  -34.0757,  -28.4369,  -22.8151,  -13.7514,  -3.61362,  -12.4182,  -20.036,  -26.2578,  -32.1263,  -39.569,  -43.9559,  -32.8901,  -27.3408,  -21.4931,  -8.36235,  -21.3824,  -27.3535,  -32.9588,  62.952,  83.1772,  103.552,  121.435,  131.752,  135.908,  134.894,  132.326,  130.613,  129.149,  125.228,  117.73,  104.492,  87.8707,  70.0345,  52.3452,  35.2592,  15.5729,  4.31468,  -1.8778,  -3.33339,  -1.10357,  -7.31495,  -11.7734,  -12.444,  -9.26954,  -1.17543,  17.0136,  24.5774,  31.3647,  38.209,  57.4653,  57.2236,  56.6904,  54.7211,  53.2753,  37.2401,  30.8375,  28.4523,  29.6372,  34.2067,  36.7699,  22.8802,  19.2181,  18.8091,  21.8096,  23.9531,  24.4928,  87.9274,  74.6016,  68.5353,  68.69,  66.7576,  70.3485,  79.2604,  81.0032,  82.5367,  83.4191,  84.146,  85.4923,  85.0777,  76.3084,  75.3432,  74.3115,  78.3978,  75.1172,  75.9864,  76.8777,  404.528,  400.488,  396.438,  389.445,  375.759,  358.262,  339.273,  323.082,  318.727,  322.869,  333.262,  342.151,  346.737,  349.776,  354.216,  359.777,  365.713,  376.124,  371.488,  362.873,  353.679,  345.689,  335.438,  339.83,  344.74,  348.503,  350.715,  337.136,  326.911,  316.534,  306.293,  320.919,  317.307,  313.824,  314.129,  316.03,  364.894,  359.662,  355.849,  351.905,  353.588,  357.112,  341.986,  342.36,  341.621,  343.149,  339.324,  339.47,  324.959,  313.365,  309.484,  307.543,  307.628,  309.162,  316.756,  307.039,  304.246,  303.623,  304.937,  310.357,  320.691,  309.865,  308.228,  308.269,  314.48,  308.317,  307.607,  309.099,  1.48632,  -0.248066,  0.268919,  -0.0872779,  279.382,  328.762,  -6.52587,  10.6045,  -22.6662,  13.8223,  1.7836,  -7.99669,  4.24464,  10.4268,  -14.0227,  -6.90354,  -5.0258,  -6.16562,  -8.16016,  -7.97191,  3.81696,  -6.10358,  -12.0422,  -1.18446,  -2.9014,  -5.03151,  -0.799734,  -0.600128,  3.71308,  -2.09331,  -2.41787,  0.103486,  0.750222,  -0.280929,  0.00105737,  0.657922,  0.396447,  0.102126,  0.459645,  0.141962, 1.35301, 0.194451, 0, 0, 0, 0, 0.0325986, 0.379337, 0.236958, 1.3235, 0, 0.336899, 0, 0.0381021, 0.0643228, 0.624573, 0.5845, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0
5,  0.478787,  0.990003,  1,  0.19699,  0.126612,  -0.972196,  -0.123027,  0.182178,  -0.975539,  -22.0237,  55.5829,  329.013,  -0.282392,  0.176853,  -0.0793966,  192.531,  194.705,  200.173,  208.74,  219.698,  235.143,  251.645,  272.155,  297.418,  323.509,  347.772,  369.101,  383.806,  391.921,  396.098,  398.443,  399.288,  199.042,  209.849,  225.212,  241.942,  257.276,  293.911,  311.895,  330.889,  349.319,  364.722,  278.778,  278.319,  277.868,  277.399,  262.819,  272.825,  282.756,  292.895,  302.682,  219.777,  229.201,  241.755,  253.708,  242.182,  229.861,  310.074,  322.452,  335.901,  348.058,  336.842,  323.349,  253.98,  263.847,  274.914,  284.04,  293.42,  308.152,  323.79,  310.042,  297.006,  286.515,  276.817,  265.161,  259.802,  276.3,  285.372,  295.05,  316.461,  295.213,  285.291,  276.077,  317.181,  342.284,  367.554,  391.863,  410.958,  425.757,  436.291,  443.875,  445.356,  441.59,  430.547,  414.961,  392.947,  366.573,  338.459,  311.26,  285.848,  259.289,  243.127,  233.811,  231.6,  235.123,  228.299,  221.455,  220.606,  224.523,  235.239,  263.53,  275.461,  287.057,  299.512,  327.517,  328.403,  328.819,  325.622,  322.888,  288.498,  280.224,  277.548,  279.896,  286.225,  289.066,  272.443,  267.34,  267.056,  271.565,  275.097,  275.666,  374.524,  358.018,  349.866,  351.065,  348.002,  353.734,  366.011,  372.465,  375.562,  376.867,  377.327,  376.902,  371.882,  362.449,  361.693,  360.283,  365.185,  361.887,  363.127,  363.762,  -101.288,  -98.3778,  -93.0772,  -85.045,  -74.1353,  -59.9793,  -45.9582,  -30.6766,  -14.2832,  2.24687,  18.3871,  33.5276,  44.3247,  50.5653,  54.2742,  56.8567,  58.4611,  -90.0846,  -81.1777,  -68.3045,  -54.9064,  -43.2168,  -17.5741,  -5.52787,  7.52083,  20.4212,  31.2106,  -27.7266,  -27.1935,  -26.6399,  -26.077,  -36.5303,  -29.8164,  -23.3177,  -16.9926,  -10.918,  -72.3426,  -64.6365,  -55.1897,  -46.3083,  -54.574,  -63.7466,  -6.77537,  1.67592,  10.8506,  19.2432,  11.425,  2.27084,  -42.4417,  -34.9394,  -27.7536,  -21.9971,  -16.2692,  -7.29225,  2.38914,  -6.08031,  -13.8894,  -20.1786,  -26.1404,  -33.7568,  -38.2271,  -26.906,  -21.2067,  -15.281,  -2.21465,  -15.1766,  -21.1997,  -26.9632,  61.3286,  80.3104,  99.079,  116.081,  126.359,  131.299,  131.975,  130.717,  129.89,  129.077,  126.158,  119.468,  106.249,  88.9894,  70.2223,  51.6507,  33.8053,  14.3659,  2.30448,  -4.45957,  -5.90857,  -3.36018,  -7.88213,  -12.6478,  -13.3954,  -10.7804,  -3.32242,  15.8267,  23.1354,  29.7535,  36.4289,  55.9101,  55.8736,  55.6079,  53.6781,  52.2545,  35.0062,  28.634,  26.484,  27.8697,  32.418,  34.6997,  22.1457,  18.6841,  18.4622,  21.6487,  23.809,  24.1871,  86.4807,  73.4333,  67.6304,  67.9403,  66.107,  70.0024,  79.4278,  80.8803,  81.8858,  82.4787,  83.129,  84.2716,  83.7479,  75.3914,  74.527,  73.6692,  78.3355,  74.6298,  75.2037,  75.9751,  397.304,  392.585,  388.381,  382.19,  369.561,  353.416,  336.172,  320.58,  316.256,  320.149,  331.043,  341.415,  347.338,  351.535,  356.607,  362.41,  368.663,  372.38,  368.485,  360.303,  351.704,  344.501,  336.811,  341,  345.349,  348.26,  348.943,  336.311,  326.207,  316.145,  306.061,  319.425,  316.018,  313.039,  313.459,  315.213,  360.907,  355.93,  352.671,  349.278,  350.654,  353.602,  341.304,  341.696,  341.19,  342.921,  339.19,  339.078,  321.432,  311.11,  307.785,  305.858,  306.046,  307.747,  315.163,  305.29,  302.023,  301.309,  302.668,  307.782,  317.511,  307.848,  306.209,  306.233,  312.878,  306.143,  305.39,  306.94,  1.4947,  -0.260913,  0.211186,  -0.0792897,  286.955,  327.594,  -12.775,  2.67893,  -25.1424,  13.194,  -1.04634,  -8.67139,  4.0996,  8.57302,  -12.6462,  -3.88619,  -7.13474,  -5.69254,  -7.99527,  -7.01307,  0.944926,  -10.2524,  -8.63523,  -4.79617,  -3.69356,  -5.21385,  -1.14452,  -1.78557,  3.55873,  -3.53832,  -2.75447,  -0.825043,  -0.159942,  0.131594,  -0.36837,  0.635569,  0.235644,  -0.168703,  0.358894,  0.124016, 1.45692, 0.281235, 0.00441521, 0, 0, 0, 0.0325986, 0.284203, 0.271294, 1.25374, 0, 0.454122, 0, 0.0431268, 0.0643228, 1.14569, 0.652467, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0
